Placement,Swiss,Country,Player,Prize,Team,Class,Tournament
22,7-2,USA,Michael D’Angelo(Mike),60 CP,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Venusaur', 'Torkoal', 'Tornadus']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
23,7-2,IND,Siddharth Singhal(Buddha),60 CP,"['Zacian-Crowned', 'Kyogre', 'Kartana', 'Amoonguss', 'Landorus-Therian', 'Tornadus']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
24,6-3,CHN,Peng Chongjun(Nocturne),60 CP,"['Lunala', 'Groudon', 'Incineroar', 'Venusaur', 'Tapu-Fini', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
25,6-3,USA,Daniel Thorpe(Daniel),60 CP,"['Groudon', 'Kyogre', 'Incineroar', 'Rillaboom', 'Escavalier', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
26,6-3,USA,Jon Hu(Sharon),60 CP,"['Lugia', 'Groudon', 'Incineroar', 'Venusaur', 'Grimmsnarl', 'Regieleki']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
27,6-3,USA,Zee Costagliola(Zee),60 CP,"['Zacian-Crowned', 'Yveltal', 'Incineroar', 'Rillaboom', 'Landorus-Therian', 'Regieleki']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
28,6-3,USA,Suyang Li(Sli Fi),60 CP,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Venusaur', 'Tornadus', 'Zapdos']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
29,6-3,CAN,Marcus Dion(Marcus),60 CP,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Rillaboom', 'Landorus-Therian', 'Tornadus']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
30,6-3,USA,Brandon Batton(Brandon),60 CP,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Rillaboom', 'Grimmsnarl', 'Zapdos']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
31,6-3,USA,Andy Sheppard(Strider),60 CP,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Gastrodon-East', 'Grimmsnarl', 'Charizard']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
32,6-3,CHN,Liao Xinyu(Xinyu),60 CP,"['Calyrex-Ice-Rider', 'Palkia', 'Incineroar', 'Amoonguss', 'Tapu-Fini', 'Porygon2']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
33,6-3,USA,Sohaib Mufti(Soh),50 CP,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Amoonguss', 'Grimmsnarl', 'Zapdos']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
34,6-3,USA,Enmanuel Zapata(Manny),50 CP,"['Zacian-Crowned', 'Yveltal', 'Incineroar', 'Landorus-Therian', 'Grimmsnarl', 'Regieleki']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
35,6-3,USA,Kolten Pope(Roundabout),50 CP,"['Calyrex-Ice-Rider', 'Palkia', 'Incineroar', 'Amoonguss', 'Tapu-Fini', 'Porygon2']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
36,6-3,USA,Foster Hughes(Foster),50 CP,"['Solgaleo', 'Dialga', 'Rotom-Heat', 'Landorus-Therian', 'Latias', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
37,6-3,USA,Darsh Patel(Darsh),50 CP,"['Zacian-Crowned', 'Kyogre', 'Landorus-Therian', 'Amoonguss', 'Grimmsnarl', 'Kingdra']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
38,6-3,USA,Kyle Livinghouse(Animus),50 CP,"['Zacian-Crowned', 'Yveltal', 'Incineroar', 'Rillaboom', 'Grimmsnarl', 'Regieleki']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
39,6-3,USA,Kyle Ayala(KairoshiiiTV),50 CP,"['Zacian-Crowned', 'Calyrex-Shadow-Rider', 'Incineroar', 'Rillaboom', 'Whimsicott', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
40,6-3,USA,Devyn Powers(Devyn),50 CP,"['Calyrex-Ice-Rider', 'Groudon', 'Incineroar', 'Venusaur', 'Porygon2', 'Tapu-Koko']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
41,6-3,USA,Jerry Woods(Sabaku),50 CP,"['Zacian-Crowned', 'Groudon', 'Chandelure', 'Venusaur', 'Grimmsnarl', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
42,6-3,USA,Noah Pielow(Noah),50 CP,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Amoonguss', 'Whimsicott', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
43,6-3,USA,Jeremy Barnes(Jeebz),50 CP,"['Yveltal', 'Groudon', 'Incineroar', 'Venusaur', 'Bronzong', 'Regieleki']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
44,6-3,USA,Justin Carris(AzazeL),50 CP,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Rillaboom', 'Landorus-Therian', 'Tornadus']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
45,6-3,USA,Eric Bartlett(Aric),50 CP,"['Calyrex-Shadow-Rider', 'Groudon', 'Indeedee-Female', 'Venusaur', 'Snorlax', 'Regieleki']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
46,6-3,USA,Zach Gray(Moone),50 CP,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Rillaboom', 'Landorus-Therian', 'Tornadus']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
47,6-3,USA,John Valentino(Ryusei),50 CP,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Gastrodon', 'Grimmsnarl', 'Charizard']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
48,6-3,USA,Nick Navarre(Nails),50 CP,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Venusaur', 'Torkoal', 'Tornadus']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
49,6-3,USA,Abdul Barrie(Bigslim),50 CP,"['Calyrex-Ice-Rider', 'Groudon', 'Incineroar', 'Venusaur', 'Mimikyu', 'Regieleki']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
50,6-3,USA,Jeremy Odena(Ray Riz),50 CP,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Venusaur', 'Umbreon', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
51,6-3,USA,Devin Bales(Dev),50 CP,"['Calyrex-Ice-Rider', 'Reshiram', 'Incineroar', 'Amoonguss', 'Mimikyu', 'Gastrodon']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
52,6-3,USA,Justin Knox(Justin),50 CP,"['Yveltal', 'Groudon', 'Incineroar', 'Venusaur', 'Porygon2', 'Regieleki']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
53,6-3,USA,Scott Franzgrote(Scottie),50 CP,"['Calyrex-Shadow-Rider', 'Kyogre', 'Charizard', 'Whimsicott', 'Grimmsnarl', 'Regieleki']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
54,6-3,USA,Matthew Woodruff(Matthew),50 CP,"['Zacian-Crowned', 'Kyogre', 'Shedinja', 'Rillaboom', 'Grimmsnarl', 'Charizard']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
55,6-3,USA,Allan Martinez(Mando),50 CP,"['Zacian-Crowned', 'Calyrex-Shadow-Rider', 'Urshifu', 'Rillaboom', 'Whimsicott', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
56,6-3,USA,Alisa Dossett(Alisa),50 CP,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Venusaur', 'Grimmsnarl', 'Gastrodon-East']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
57,6-3,USA,Ashton Cox(Ash *),50 CP,"['Zacian-Crowned', 'Calyrex-Shadow-Rider', 'Incineroar', 'Whimsicott', 'Tapu-Fini', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
58,6-3,USA,Blaine Campbell(Cinnabar),50 CP,"['Calyrex-Ice-Rider', 'Kyogre', 'Incineroar', 'Rillaboom', 'Grimmsnarl', 'Mimikyu']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
59,6-3,USA,Dylan Salvanera(Ancile),50 CP,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Venusaur', 'Landorus-Therian', 'Tornadus']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
60,6-3,USA,Brian Horvath(Chipper),50 CP,"['Zacian-Crowned', 'Yveltal', 'Incineroar', 'Rillaboom', 'Blastoise', 'Regieleki']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
61,6-3,USA,Eric Stuart(Silverbroom),50 CP,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Venusaur', 'Porygon2', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
62,6-3,USA,Justin Morris(HappyDuckJJ),50 CP,"['Zacian-Crowned', 'Kyogre', 'Charizard', 'Amoonguss', 'Whimsicott', 'Pikachu']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
63,5-4,USA,Jayson Kelley(Jayson),50 CP,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Gastrodon', 'Grimmsnarl', 'Charizard']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
64,5-4,USA,Cory Craven(Lil Kraven),50 CP,"['Lunala', 'Groudon', 'Incineroar', 'Venusaur', 'Grimmsnarl', 'Zapdos-Galar']",Teams and Results,Teams and Results from the 2022 Indianapolis Regionals
1,8-1,KOR,Jeongso Lee(상자),$200,"['ZACIAN-Crowned', 'KYOGRE', 'Incineroar', 'Rillaboom', 'Grimmsnarl', 'Zapdos']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
2,7-2,JPN,Ryusei Yamane(sui),$100,"['ZACIAN-Crowned', 'KYOGRE', 'Kartana', 'Gastrodon-East', 'Whimsicott', 'Thundurus']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
3,9-0,JPN,Yuya Tada(てんか),$50,"['CALYREX-Ice-Rider', 'PALKIA', 'Incineroar', 'Amoonguss', 'Tapu-Fini', 'Regieleki']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
4,8-1,ARG,Juan F. Salerno(Aion Juanfi),$50,"['ZACIAN-Crowned', 'KYOGRE', 'Incineroar', 'Rillaboom', 'Landorus-Therian', 'Tornadus']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
5,8-1,JPN,Kazuki Kobayashi(PidgeottoVGC),$25,"['ZACIAN-Crowned', 'YVELTAL', 'Incineroar', 'Gastrodon-East', 'Urshifu', 'Thundurus']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
6,8-1,ITA,Alessio Fuscà(NikyuAlex),$25,"['ZACIAN-Crowned', 'KYOGRE', 'Incineroar', 'Ferrothorn', 'Porygon2', 'Kingdra']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
7,7-2,ITA,Francesco Deiana(Francis),$25,"['ZACIAN-Crowned', 'CALYREX-Shadow-Rider', 'Incineroar', 'Rillaboom', 'Blastoise', 'Thundurus-Therian']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
8,7-2,POL,Filip Idczak(Idczaq),$25,"['YVELTAL', 'GROUDON', 'Incineroar', 'Venusaur', 'Porygon2', 'Regieleki']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
9,7-2,ESP,Juan M. Odriozola(Juanma),–,"['ZACIAN-Crowned', 'KYOGRE', 'Incineroar', 'Rillaboom', 'Landorus-Therian', 'Tornadus']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
10,7-2,BRA,Rogério Catel(Mercedes),–,"['DIALGA', 'KYOGRE', 'Incineroar', 'Amoonguss', 'Whimsicott', 'Mamoswine']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
11,7-2,PER,Diego Gutiérrez(Zero),–,"['ZACIAN-Crowned', 'RESHIRAM', 'Landorus-Therian', 'Rillaboom', 'Blastoise', 'Grimmsnarl']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
12,7-2,ESP,Miguel Pedraza(Miguel),–,"['YVELTAL', 'GROUDON', 'Incineroar', 'Venusaur', 'Bronzong', 'Regieleki']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
13,7-2,KOR,Donguk Jung(Spring),–,"['ZACIAN-Crowned', 'KYOGRE', 'Incineroar', 'Kartana', 'Grimmsnarl', 'Indeedee-Female']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
14,7-2,ESP,Enrique Cervero(~KIKE~),–,"['ZACIAN-Crowned', 'GROUDON', 'Incineroar', 'Gastrodon', 'Grimmsnarl', 'Charizard']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
15,7-2,SGP,Jude Lee(マギカウラ),–,"['ZACIAN-Crowned', 'YVELTAL', 'Incineroar', 'Rillaboom', 'Urshifu', 'Coalossal']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
16,7-2,ESP,Marco Ferrera(Ferrex),–,"['ZACIAN-Crowned', 'KYOGRE', 'Incineroar', 'Rillaboom', 'Landorus-Therian', 'Tornadus']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
17,8-1,CHN,Liu Yuhao(彧),–,"['ZACIAN-Crowned', 'KYUREM-White', 'Indeedee-Female', 'Amoonguss', 'Whimsicott', 'Ditto']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
18,7-2,JPN,Ryota Tanaka(メタリス),–,"['ZACIAN-Crowned', 'KYOGRE', 'Incineroar', 'Rillaboom', 'Amoonguss', 'Regieleki']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
19,7-2,ITA,Giulio Tarlao(Giulio),–,"['LUNALA', 'GROUDON', 'Incineroar', 'Venusaur', 'Porygon2', 'Charizard']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
20,7-2,PRT,Miguel Rebelo(HardFreaQ),–,"['ZACIAN-Crowned', 'CALYREX-Shadow-Rider', 'Incineroar', 'Rillaboom', 'Gastrodon-East', 'Thundurus']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
21,7-2,ITA,Gaetano Di Trapani(ColumbusX-3),–,"['ZACIAN-Crowned', 'KYOGRE', 'Torkoal', 'Venusaur', 'Whimsicott', 'Indeedee-Female']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
22,7-2,JPN,Masahiro Ito(がはく),–,"['ZACIAN-Crowned', 'CALYREX-Shadow-Rider', 'Incineroar', 'Tornadus', 'Landorus-Therian', 'Regieleki']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
23,7-2,USA,Andrew Walter(Andrew),–,"['HO-OH', 'GROUDON', 'Dragapult', 'Venusaur', 'Gastrodon-East', 'Grimmsnarl']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
24,7-2,ESP,Ramsés Quintana(KaoruKitsune),–,"['ZACIAN-Crowned', 'KYOGRE', 'Incineroar', 'Rillaboom', 'Grimmsnarl', 'Thundurus-Therian']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
25,7-2,ESP,Alejandro Reaza(Reaza),–,"['PALKIA', 'GROUDON', 'Incineroar', 'Venusaur', 'Grimmsnarl', 'Zapdos']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
26,7-2,NZL,Alex Donaldson(Ranghome),–,"['CALYREX-Shadow-Rider', 'GROUDON', 'Incineroar', 'Venusaur', 'Grimmsnarl', 'Charizard']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
27,7-2,ITA,Emanuele Ciliberto(Asuya),–,"['ZACIAN-Crowned', 'GROUDON', 'Incineroar', 'Gastrodon-East', 'Grimmsnarl', 'Charizard']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
28,7-2,ITA,Davide Lombardo(DaveL3),–,"['ZACIAN-Crowned', 'KYOGRE', 'Incineroar', 'Venusaur', 'Torkoal', 'Tornadus']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
29,7-2,ESP,Juan Núñez(Pipagoro),–,"['ZACIAN-Crowned', 'GROUDON', 'Incineroar', 'Venusaur', 'Porygon2', 'Thundurus']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
30,7-2,ITA,Gianluca Grassi(Ghosty),–,"['GROUDON', 'KYOGRE', 'Incineroar', 'Venusaur', 'Porygon2', 'Charizard']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
31,7-2,JPN,Kazuki Ogushi(アズレア),–,"['ZACIAN-Crowned', 'KYOGRE', 'Indeedee-Female', 'Rillaboom', 'Landorus-Therian', 'Tornadus']",Teams and Results,Teams and Results from the VR x GGtoor May S12 Challenge
1,4-2,AUS,Alister Sandover(ちえみ),200 CP $1000,"['Zacian-Crowned', 'Palkia', 'Incineroar', 'Rillaboom', 'Porygon2', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Perth Regionals
2,5-1,AUS,Sam Pandelis(Saya),160 CP$500,"['Zacian-Crowned', 'Yveltal', 'Incineroar', 'Rillaboom', 'Urshifu', 'Coalossal']",Teams and Results,Teams and Results from the 2022 Perth Regionals
3,6-0,NZL,Alex Donaldson(Ranghome),130 CP$250,"['Calyrex-Shadow-Rider', 'Groudon', 'Incineroar', 'Venusaur', 'Grimmsnarl', 'Charizard']",Teams and Results,Teams and Results from the 2022 Perth Regionals
4,5-1,DEU,Eike M. Gilcher(Eike),130 CP$250,"['Zacian-Crowned', 'Palkia', 'Incineroar', 'Rillaboom', 'Porygon2', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Perth Regionals
5,5-1,AUS,Reynaldo Boles(Reynism),100 CP,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Rillaboom', 'Grimmsnarl', 'Zapdos']",Teams and Results,Teams and Results from the 2022 Perth Regionals
6,5-1,AUS,Paul Amedee(Mastodon),100 CP,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Rillaboom', 'Grimmsnarl', 'Tornadus']",Teams and Results,Teams and Results from the 2022 Perth Regionals
7,4-2,AUS,Henry Rich(Hobbit),100 CP,"['Zacian-Crowned', 'Yveltal', 'Incineroar', 'Amoonguss', 'Whimsicott', 'Regieleki']",Teams and Results,Teams and Results from the 2022 Perth Regionals
8,4-2,AUS,Matthew Anderson(Matt),100 CP,"['Calyrex-Shadow-Rider', 'Kyogre', 'Indeedee-Female', 'Kartana', 'Tornadus', 'Regieleki']",Teams and Results,Teams and Results from the 2022 Perth Regionals
9,4-2,AUS,Marianne Hade(Latias),80 CP,"['Calyrex-Ice-Rider', 'Palkia', 'Incineroar', 'Amoonguss', 'Mimikyu', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Perth Regionals
10,4-2,AUS,Anthony Scibilia(Peakingsumo),80 CP,"['Yveltal', 'Groudon', 'Incineroar', 'Gastrodon-East', 'Umbreon', 'Charizard']",Teams and Results,Teams and Results from the 2022 Perth Regionals
11,4-2,AUS,Ethan Walters(man),80 CP,"['Palkia', 'Groudon', 'Incineroar', 'Venusaur', 'Sigilyph', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Perth Regionals
12,4-2,AUS,Daniel Quek(Daniel),80 CP,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Gastrodon-East', 'Grimmsnarl', 'Charizard']",Teams and Results,Teams and Results from the 2022 Perth Regionals
13,4-2,AUS,Timothy Nurse(Comedian),80 CP,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Gastrodon-East', 'Grimmsnarl', 'Charizard']",Teams and Results,Teams and Results from the 2022 Perth Regionals
14,4-2,AUS,Peter Vowles(Big Pete),80 CP,"['Zacian-Crowned', 'Groudon', 'Charizard', 'Gastrodon', 'Grimmsnarl', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Perth Regionals
15,4-2,CHL,Diego Ferreira(Diego),80 CP,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Rillaboom', 'Sableye', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Perth Regionals
16,4-2,AUS,Kyle Booth(Cripple),80 CP,"['Zacian-Crowned', 'Calyrex-Shadow-Rider', 'Incineroar', 'Rillaboom', 'Landorus', 'Regieleki']",Teams and Results,Teams and Results from the 2022 Perth Regionals
1,6-1,FRA,Thomas Gravouille(Hari),200 CP$2000,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Kartana', 'Shedinja', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Lille Regionals
2,6-1,ITA,Giulio Tarlao(Giulio),160 CP$1000,"['Lunala', 'Groudon', 'Incineroar', 'Venusaur', 'Porygon2', 'Charizard']",Teams and Results,Teams and Results from the 2022 Lille Regionals
3,7-0,No Flag,Yale K. A. Gasaan(gasaan),130 CP$500,"['Zacian-Crowned', 'Calyrex-Shadow-Rider', 'Charizard', 'Whimsicott', 'Indeedee-Female', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Lille Regionals
4,6-1,FRA,Florian Henry(Shiyo),130 CP$500,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Kartana', 'Shedinja', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Lille Regionals
5,6-1,GBR,Richard Fairbrother(NidoRich),100 CP$250,"['Zacian-Crowned', 'Groudon', 'Incineroar', 'Gastrodon-East', 'Indeedee-Female', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Lille Regionals
6,6-1,GBR,Sam Bentham(Sam),100 CP$250,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Rillaboom', 'Grimmsnarl', 'Zapdos']",Teams and Results,Teams and Results from the 2022 Lille Regionals
7,6-1,FRA,Hippolyte Bernard(Redsilver),100 CP$250,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Kartana', 'Shedinja', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Lille Regionals
8,6-1,FRA,Antoine de La Forest(Otekal),100 CP$250,"['Zacian-Crowned', 'Calyrex-Shadow-Rider', 'Incineroar', 'Whimsicott', 'Gastrodon', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Lille Regionals
9,5-2,GBR,David Partington(Legolas),80 CP,"['Calyrex-Shadow-Rider', 'Groudon', 'Incineroar', 'Venusaur', 'Tapu-Fini', 'Thundurus']",Teams and Results,Teams and Results from the 2022 Lille Regionals
10,5-2,POL,Filip Idczak(Idczaq),80 CP,"['Zacian-Crowned', 'Kyogre', 'Torkoal', 'Venusaur', 'Landorus-Therian', 'Tornadus']",Teams and Results,Teams and Results from the 2022 Lille Regionals
11,5-2,LUX,Clément Schepens(T0ut0un),80 CP,"['Zacian-Crowned', 'Kyogre', 'Landorus-Therian', 'Amoonguss', 'Tornadus', 'Zapdos']",Teams and Results,Teams and Results from the 2022 Lille Regionals
12,5-2,USA,Zackary Thornberg(Technoz),80 CP,"['Zacian-Crowned', 'Kyogre', 'Incineroar', 'Rillaboom', 'Grimmsnarl', 'Regieleki']",Teams and Results,Teams and Results from the 2022 Lille Regionals
